,0
0,11218
1,10018
2,10027
3,11238
4,10029
5,10016
6,11216
7,10019
8,10025
9,10002
10,10025
11,10036
12,11215
13,10025
14,10014
15,11211
16,11205
17,10011
18,11216
19,10037
20,11249
21,11217
22,11217
23,11217
24,11221
25,11218
26,10034
27,10019
28,10034
29,10003
30,10031
31,10027
32,11222
33,10031
34,11216
35,11215
36,11221
37,11237
38,11226
39,10002
40,10009
41,11215
42,11205
43,10024
44,10027
45,11225
46,11101
47,11207
48,11221
49,11205
50,11216
51,10024
52,11206
53,11222
54,10010
55,11211
56,10002
57,10018
58,11211
59,10012
60,11211
61,10001
62,10075
63,11238
64,11205
65,10036
66,11215
67,10009
68,11211
69,10009
70,10035
71,10009
72,10019
73,10032
74,11238
75,10003
76,10021
77,11377
78,11237
79,10011
80,11211
81,10031
82,10002
83,11226
84,10002
85,11201
86,11249
87,10009
88,10009
89,11211
90,11206
91,11217
92,11238
93,11217
94,11211
95,11221
96,10025
97,10031
98,10011
99,11233
100,10031
101,11231
102,10032
103,10014
104,11211
105,11215
106,11233
107,11211
108,10037
109,11217
110,10018
111,11238
112,10009
113,11215
114,10009
115,10035
116,11249
117,10023
118,10009
119,11215
120,10031
121,11215
122,10023
123,10009
124,11226
125,11211
126,10128
127,10040
128,11216
129,10027
130,11238
131,10013
132,11222
133,10002
134,10019
135,10014
136,11234
137,11238
138,11233
139,11238
140,11222
141,11211
142,11201
143,11367
144,11233
145,11211
146,11211
147,10009
148,11211
149,11205
150,10014
151,11238
152,11249
153,11238
154,10029
155,10014
156,11249
157,10028
158,11208
159,10028
160,11206
161,11104
162,11216
163,11201
164,10022
165,11215
166,10031
167,11238
168,11231
169,10301
170,11237
171,10452
172,11249
173,10009
174,10006
175,11238
176,10014
177,10027
178,10014
179,10039
180,11217
181,11385
182,10027
183,11211
184,11217
185,11216
186,11217
187,10021
188,11216
189,10011
190,10036
191,10002
192,11215
193,10075
194,10002
195,10001
196,11434
197,10036
198,11206
199,11379
200,11385
201,11379
202,11249
203,10019
204,10026
205,11217
206,10027
207,10452
208,10035
209,11211
210,11233
211,10003
212,10014
213,11211
214,11217
215,10009
216,11222
217,10027
218,11105
219,11201
220,10003
221,10019
222,10003
223,10010
224,10027
225,10031
226,11215
227,10044
228,10002
229,11385
230,11222
231,10002
232,10022
233,10013
234,10003
235,10029
236,10027
237,10030
238,10009
239,10025
240,10035
241,10013
242,10011
243,10026
244,10002
245,10035
246,11226
247,10003
248,11221
249,10301
250,10301
251,10301
252,10009
253,10011
254,11222
255,11211
256,10301
257,11103
258,11218
259,11215
260,10473
261,10475
262,11216
263,10009
264,11216
265,10034
266,11211
267,10003
268,11216
269,11216
270,11216
271,11216
272,10013
273,10009
274,10023
275,11216
276,11249
277,10009
278,11211
279,11206
280,10031
281,11215
282,11231
283,11216
284,10009
285,10002
