,0
48811,11106
48812,10030
48813,11691
48814,10016
48815,11213
48816,11215
48817,11101
48818,10035
48819,11411
48820,10003
48821,11221
48822,11103
48823,11211
48824,11205
48825,11221
48826,11203
48827,10031
48828,11221
48829,10032
48830,10035
48831,11211
48832,11226
48833,10005
48834,11373
48835,10031
48836,11221
48837,10039
48838,10031
48839,11229
48840,11421
48841,11106
48842,10001
48843,11237
48844,10014
48845,11223
48846,11421
48847,11421
48848,11233
48849,10027
48850,10009
48851,11421
48852,11221
48853,10014
48854,11222
48855,10025
48856,11221
48857,11421
48858,11355
48859,10003
48860,10044
48861,10021
48862,11221
48863,11106
48864,10075
48865,10034
48866,11435
48867,11223
48868,11223
48869,11238
48870,11211
48871,10031
48872,10036
48873,11234
48874,10029
48875,10029
48876,10027
48877,11237
48878,11373
48879,11211
48880,11211
48881,11222
48882,11237
48883,10035
48884,11249
48885,10035
48886,10022
48887,11211
48888,10019
48889,11435
48890,11216
48891,11206
48892,10027
48893,10036
48894,10019
