,0
4000,11211
4001,10028
4002,11101
4003,11106
4004,10022
4005,10025
4006,11103
4007,11369
4008,10012
4009,10003
4010,10036
4011,11237
4012,11105
4013,10002
4014,11216
4015,11215
4016,11219
4017,10009
4018,11232
4019,11219
4020,11219
4021,11221
4022,10006
4023,10019
4024,11238
4025,11231
4026,10030
4027,10010
4028,10023
4029,11220
4030,11103
4031,10280
4032,10030
4033,10031
4034,11238
4035,10467
4036,10012
4037,11216
4038,10027
4039,10003
4040,10019
4041,10009
4042,10019
4043,11238
4044,11211
4045,10031
4046,10026
4047,11226
4048,11238
4049,11206
4050,10029
4051,11201
4052,11211
4053,10003
4054,10032
4055,11249
4056,10024
4057,10014
4058,11209
4059,10027
4060,11693
4061,10029
4062,11249
4063,11221
4064,10026
4065,11238
4066,11226
4067,11216
4068,11216
4069,11222
4070,10022
4071,11206
4072,11217
4073,11206
4074,11216
4075,10026
4076,10075
4077,10075
4078,10027
4079,10305
4080,10024
4081,11237
4082,10025
4083,10019
4084,11211
4085,10452
4086,10075
4087,10075
4088,10021
4089,11206
4090,10025
4091,11238
4092,11238
4093,11226
4094,10475
4095,10031
4096,11219
4097,11221
4098,10026
4099,11217
4100,11211
4101,11206
4102,11215
4103,10003
4104,10075
4105,10002
4106,10128
4107,10019
4108,11249
4109,11213
4110,11105
4111,11203
4112,11216
4113,11211
4114,11226
4115,10027
4116,10003
4117,11231
4118,10009
4119,11378
4120,10025
4121,10028
4122,11216
4123,10002
4124,11222
4125,10027
4126,10009
4127,10065
4128,11221
4129,10029
4130,11222
4131,10002
4132,11211
4133,11205
4134,11374
4135,11237
4136,10010
4137,11221
4138,11220
4139,10025
4140,10457
4141,11211
4142,11211
4143,10032
4144,10023
4145,11372
4146,11211
4147,11101
4148,10019
4149,11104
4150,10026
4151,11233
4152,11211
4153,11225
4154,10022
4155,11238
4156,11216
4157,10039
4158,10010
4159,11109
4160,11205
4161,10019
4162,10032
4163,10010
4164,10019
4165,11101
4166,11357
4167,10027
4168,10027
4169,10031
4170,11221
4171,10032
4172,10012
4173,11222
4174,11222
4175,11206
4176,10019
4177,10028
4178,11222
4179,11231
4180,11213
4181,11215
4182,10454
4183,11206
4184,10075
4185,11206
4186,10019
4187,11206
4188,11225
4189,11221
4190,11205
4191,10011
4192,11106
4193,10029
4194,10009
4195,11216
4196,10025
4197,11218
4198,11231
4199,10027
4200,11106
4201,11233
4202,11221
4203,10036
4204,10003
4205,10019
4206,11201
4207,10030
4208,11105
4209,10019
4210,10003
4211,11221
4212,11211
4213,11231
4214,10002
4215,10021
4216,10033
4217,10011
4218,11355
4219,11249
4220,11215
4221,10022
4222,10009
4223,11217
4224,11205
4225,10024
4226,10458
4227,11215
4228,11226
4229,10019
4230,10023
4231,11206
4232,10032
4233,11231
4234,11231
4235,10075
4236,10009
4237,10030
4238,11201
4239,11201
4240,10011
4241,10012
4242,11211
4243,10014
4244,11201
4245,10002
4246,10009
4247,10025
4248,10304
4249,11201
4250,11216
4251,10024
4252,11216
4253,11355
4254,10019
4255,11377
4256,11211
4257,11206
4258,10025
4259,11377
4260,10014
4261,10032
4262,10024
4263,11226
4264,11106
4265,10454
4266,11211
4267,10021
4268,11221
4269,10023
4270,10032
4271,10027
4272,10019
4273,11222
4274,11216
4275,11106
4276,10021
4277,10027
4278,10022
4279,10012
4280,10023
4281,11102
4282,10029
4283,11238
4284,11222
4285,10012
4286,10032
4287,10453
4288,11231
4289,11221
4290,10002
4291,11217
4292,10029
4293,11249
4294,10026
4295,10019
4296,11206
4297,10075
4298,11102
4299,10025
4300,11249
4301,11201
4302,11215
4303,11101
4304,11215
4305,11372
4306,10033
4307,11213
4308,10021
4309,10002
4310,11205
4311,10039
4312,11211
4313,10027
4314,11385
4315,11249
4316,11102
4317,10025
4318,11233
4319,11238
4320,10014
4321,11226
4322,10016
4323,11355
4324,10301
4325,10075
4326,11233
4327,10003
4328,11105
4329,11238
4330,10016
4331,11249
4332,11217
4333,11231
4334,11211
4335,11217
4336,11206
4337,10282
4338,10024
4339,11212
4340,11211
4341,11221
4342,10011
4343,11237
4344,11101
4345,11205
4346,11226
4347,11226
4348,11222
4349,10002
4350,10017
4351,11211
4352,10019
4353,11215
4354,11218
4355,11222
4356,10012
4357,10014
4358,11201
4359,11238
4360,10029
4361,11206
4362,10023
4363,10280
4364,10012
4365,11217
4366,11421
4367,10002
4368,10026
4369,11210
4370,10011
4371,11421
4372,10032
4373,11691
4374,11377
4375,10019
4376,11205
4377,11205
4378,10016
4379,11418
4380,10027
4381,10022
4382,10033
4383,11215
4384,10014
4385,10128
4386,10036
4387,11205
4388,11211
4389,10019
4390,10011
4391,11206
4392,11222
4393,11238
4394,10012
4395,11238
4396,10009
4397,10029
4398,10002
4399,10021
4400,10026
4401,11211
4402,11201
4403,11232
4404,10075
4405,10024
4406,11222
4407,11204
4408,11216
4409,10021
4410,11222
4411,11233
4412,10032
4413,11221
4414,10280
4415,11213
4416,10013
4417,11216
4418,11226
4419,10040
4420,11215
4421,11226
4422,10011
4423,11226
4424,11238
4425,11216
4426,11211
4427,10011
4428,11231
4429,11211
4430,11237
4431,10034
4432,10011
4433,10026
4434,11231
4435,11201
4436,10016
4437,10001
4438,10021
4439,10301
4440,11238
4441,11222
4442,10456
4443,11218
4444,11232
4445,10022
4446,11105
4447,11225
4448,10003
4449,10016
4450,10002
4451,10009
4452,11201
4453,10016
4454,10019
4455,11215
4456,10024
4457,10028
4458,10014
4459,10032
4460,10012
4461,10001
4462,10029
4463,11249
4464,10014
4465,11101
4466,11222
4467,11211
4468,10003
4469,11225
4470,10011
4471,10128
4472,10021
4473,10075
4474,10026
4475,11221
4476,11211
4477,11251
4478,10002
4479,10012
4480,11206
4481,11233
4482,10009
4483,10024
4484,10027
4485,11204
4486,10018
4487,11211
4488,10016
4489,11222
4490,11213
4491,11238
4492,11221
4493,11238
4494,11211
4495,11215
4496,11375
4497,10026
4498,10162
4499,11226
4500,11222
4501,10031
4502,10011
4503,10028
4504,11238
4505,11374
4506,10002
4507,11354
4508,10023
4509,10009
4510,10037
4511,11222
4512,11237
4513,10002
4514,10027
4515,11249
4516,10019
4517,10030
4518,10128
4519,11215
4520,11238
4521,10065
4522,11233
4523,11213
4524,11217
4525,11230
4526,10065
4527,10010
4528,11211
4529,11221
4530,10031
4531,11217
4532,10002
4533,11216
4534,11226
4535,11206
4536,11233
4537,11216
4538,10014
4539,10301
4540,11238
4541,11221
4542,11221
4543,10280
4544,11206
4545,11211
4546,11211
4547,11102
4548,11217
4549,11218
4550,11238
4551,10009
4552,11249
4553,10014
4554,11217
4555,11215
4556,11211
4557,11206
4558,11225
4559,10011
4560,11216
4561,10019
4562,11215
4563,11103
4564,10028
4565,11216
4566,10040
4567,10031
4568,10469
4569,11215
4570,11205
4571,11226
4572,10471
4573,11206
4574,11215
4575,10026
4576,10025
4577,11375
4578,10019
4579,11233
4580,11226
4581,10031
4582,11216
4583,11217
4584,11221
4585,10075
4586,11201
4587,11231
4588,11222
4589,10023
4590,10002
4591,11237
4592,10009
4593,10013
4594,10019
4595,10016
4596,11225
4597,10002
4598,10035
4599,11211
4600,10033
4601,11217
4602,10065
4603,10032
4604,10012
4605,11218
4606,10012
4607,11215
4608,11215
4609,11205
4610,11225
4611,10002
4612,10012
4613,11221
4614,11217
4615,11238
4616,11222
4617,11238
4618,10026
4619,10031
4620,11220
4621,11231
4622,10009
4623,11249
4624,11226
4625,11206
4626,11216
4627,11217
4628,10016
4629,10032
4630,10035
4631,10065
4632,11222
4633,10027
4634,11217
4635,10039
4636,11211
4637,11217
4638,11201
4639,10011
4640,11215
4641,10035
4642,10022
4643,11225
4644,10025
4645,10002
4646,11211
4647,10021
4648,11213
4649,10037
4650,11226
4651,10021
4652,10017
4653,11231
4654,10024
4655,11238
4656,10001
4657,11373
4658,11217
4659,10014
4660,11217
4661,11233
4662,10009
4663,11216
4664,10002
4665,11201
4666,11215
4667,10014
4668,11249
4669,10027
4670,11238
4671,10011
4672,10024
4673,11206
4674,10035
4675,11223
4676,10119
4677,10026
4678,10021
4679,11217
4680,11211
4681,11221
4682,10028
4683,11106
4684,11207
4685,10002
4686,11211
4687,11222
4688,10012
4689,11106
4690,11205
4691,11233
4692,11232
4693,11225
4694,10025
4695,10003
4696,10014
4697,10003
4698,11421
4699,11233
4700,11216
4701,10031
4702,10029
4703,10014
4704,11213
4705,11225
4706,11211
4707,11385
4708,11221
4709,10451
4710,11216
4711,10035
4712,11206
4713,10025
4714,11222
4715,11237
4716,11226
4717,11226
4718,11226
4719,10002
4720,11379
4721,11104
4722,10025
4723,11377
4724,10025
4725,10025
4726,11238
4727,10029
4728,11225
4729,10010
4730,11217
4731,10011
4732,10001
4733,10014
4734,11249
4735,10001
4736,10016
4737,11215
4738,10022
4739,10001
4740,11237
4741,11211
4742,11225
4743,10032
4744,11217
4745,11235
4746,11201
4747,11215
4748,11218
4749,10065
4750,10011
4751,10027
4752,11222
4753,10002
4754,11203
4755,10028
4756,11211
4757,11226
4758,11217
4759,11217
4760,11102
4761,10018
4762,11206
4763,11213
4764,11221
4765,10024
4766,11226
4767,10002
4768,11211
4769,10019
4770,11206
4771,11225
4772,10033
4773,11206
4774,10036
4775,11385
4776,10010
4777,10038
4778,11249
4779,11218
4780,11225
4781,10128
4782,11201
4783,10031
4784,10014
4785,11213
4786,10032
4787,11211
4788,10035
4789,10031
4790,10032
4791,10032
4792,10019
4793,10025
4794,11211
4795,10469
4796,11217
4797,11213
4798,11221
4799,10029
4800,10281
4801,10038
4802,10040
4803,11237
4804,11212
4805,10040
4806,10001
4807,11211
4808,10003
4809,11201
4810,11221
4811,10002
4812,11102
4813,11238
4814,11211
4815,11249
4816,11104
4817,11206
4818,10019
4819,10012
4820,11106
4821,10028
4822,11215
4823,11215
4824,10003
4825,10065
4826,10469
4827,11238
4828,10454
4829,11216
4830,11238
4831,10013
4832,10022
4833,10024
4834,11232
4835,10037
4836,10031
4837,10012
4838,10033
4839,11211
4840,10035
4841,11211
4842,11217
4843,11215
4844,11238
4845,11249
4846,11211
4847,10026
4848,11222
4849,11238
