,0
20000,10035
20001,11377
20002,11211
20003,10025
20004,10019
20005,11101
20006,10026
20007,10001
20008,11249
20009,11210
20010,11226
20011,10017
20012,10030
20013,11210
20014,11217
20015,11222
20016,11364
20017,10022
20018,11385
20019,11206
20020,11101
20021,10128
20022,11233
20023,11206
20024,10075
20025,10019
20026,10002
20027,10017
20028,10011
20029,11103
20030,10014
20031,10012
20032,10014
20033,10021
20034,11221
20035,11433
20036,10019
20037,11212
20038,10023
20039,11222
20040,11231
20041,11221
20042,11206
20043,11211
20044,10029
20045,10023
20046,10003
20047,10128
20048,11221
20049,10040
20050,10009
20051,11378
20052,11206
20053,10453
20054,11238
20055,10452
20056,11205
20057,11222
20058,10027
20059,11221
20060,10036
20061,10034
20062,11221
20063,11225
20064,11220
20065,11218
20066,10002
20067,11213
20068,10011
20069,11356
20070,10115
20071,10003
20072,11226
20073,10009
20074,11385
20075,11206
20076,11213
20077,11215
20078,10305
20079,11692
20080,11236
20081,10075
20082,11378
20083,11234
20084,10035
20085,11249
20086,11354
20087,11232
20088,10025
20089,11232
20090,10003
20091,11232
20092,10128
20093,10017
20094,10017
20095,10305
20096,11205
20097,10002
20098,11213
20099,11238
20100,10115
20101,10305
20102,10305
20103,10305
20104,10035
20105,10304
20106,11102
20107,10017
20108,10017
20109,11231
20110,11206
20111,10037
20112,10011
20113,10001
20114,11222
20115,11215
20116,11368
20117,10012
20118,10028
20119,10035
20120,11222
20121,11249
20122,11217
20123,11234
20124,10011
20125,10106
20126,10033
20127,10032
20128,10024
20129,10037
20130,11205
20131,10022
20132,10305
20133,10030
20134,11222
20135,10021
20136,10304
20137,11206
20138,10009
20139,11207
20140,11204
20141,11211
20142,10025
20143,11206
20144,11207
20145,11205
20146,11205
20147,11238
20148,11221
20149,11207
20150,10030
20151,11222
20152,11238
20153,10011
20154,11216
20155,10039
20156,11104
20157,11215
20158,10035
20159,11213
20160,10030
20161,11373
20162,11211
20163,10012
20164,10017
20165,11249
20166,10462
20167,11233
20168,10033
20169,10029
20170,10029
20171,10031
20172,10009
20173,10470
20174,11237
20175,10039
20176,10012
20177,11206
20178,11375
20179,10030
20180,11201
20181,11216
20182,11211
20183,11226
20184,11211
20185,10017
20186,11206
20187,10014
20188,10038
20189,11249
20190,11203
20191,11212
20192,11216
20193,11215
20194,10005
20195,11211
20196,10473
20197,11103
20198,10075
20199,10012
20200,10005
20201,11233
20202,10002
20203,11221
20204,11221
20205,10019
20206,11365
20207,10009
20208,11221
20209,11211
20210,10011
20211,10028
20212,10025
20213,11221
20214,11226
20215,10027
20216,10031
20217,10011
20218,11385
20219,10022
20220,10021
20221,11206
20222,11102
20223,11211
20224,11358
20225,10014
20226,10016
20227,10075
20228,11206
20229,10014
20230,10029
20231,11216
20232,11379
20233,10031
20234,11249
20235,10468
20236,10009
20237,11226
20238,10029
20239,10011
20240,11220
20241,11211
20242,11220
20243,11237
20244,11220
20245,11220
20246,11373
20247,11233
20248,10002
20249,11434
20250,10039
20251,10468
20252,11211
20253,11226
20254,11221
20255,11225
20256,11211
20257,10002
20258,11104
20259,11211
20260,11237
20261,11201
20262,11215
20263,10027
20264,10027
20265,10012
20266,11211
20267,11206
20268,11211
20269,10128
20270,11102
20271,10027
20272,11206
20273,10035
20274,11225
20275,11218
20276,10024
20277,10016
20278,11104
20279,11370
20280,10044
20281,11213
20282,10010
20283,10301
20284,11206
20285,10014
20286,11217
20287,10033
20288,11361
20289,11217
20290,11102
20291,11221
20292,10027
20293,11232
20294,11211
20295,11206
20296,11211
20297,10028
20298,11222
20299,11222
20300,11217
20301,10035
20302,10011
20303,10035
20304,10002
20305,11231
20306,10014
20307,10012
20308,11385
20309,10009
20310,11216
20311,11211
20312,10024
20313,10162
20314,10308
20315,11413
20316,10027
20317,11238
20318,11211
20319,10021
20320,11218
20321,11222
20322,10040
20323,11249
20324,11226
20325,11226
20326,11237
20327,11216
20328,10027
20329,11206
20330,10021
20331,11372
20332,10003
20333,11211
20334,10002
20335,11220
20336,11692
20337,11221
20338,10009
20339,11221
20340,11369
20341,11201
20342,11222
20343,11102
20344,11222
20345,11211
20346,11203
20347,10014
20348,11692
20349,10011
20350,11692
20351,10014
20352,11211
20353,11101
20354,10017
20355,11205
20356,11237
20357,11238
20358,11226
20359,11211
20360,11211
20361,10018
20362,10033
20363,10027
20364,11104
20365,10034
20366,10036
20367,11225
20368,10030
20369,11377
20370,11373
20371,11216
20372,11205
20373,10032
20374,11216
20375,11216
20376,10040
20377,11205
20378,10038
20379,11238
20380,11373
20381,11373
20382,10002
20383,11217
20384,10002
20385,10030
20386,11211
20387,10019
20388,10019
20389,10458
20390,10011
20391,10012
20392,10044
20393,11206
20394,10026
20395,11237
20396,11221
20397,11221
20398,10021
20399,11385
20400,10031
20401,11221
20402,10463
20403,11369
20404,11226
20405,11222
20406,10029
20407,10003
20408,11216
20409,11221
20410,10002
20411,11207
20412,11206
20413,11216
20414,10032
20415,11217
20416,10467
20417,11221
20418,11233
20419,11385
20420,11206
20421,11205
20422,10310
20423,10009
20424,10003
20425,11225
20426,10024
20427,10310
20428,10039
20429,11211
20430,11216
20431,10030
20432,11222
20433,10019
20434,10001
20435,11206
20436,11206
