,0
28000,10005
28001,11238
28002,10017
28003,10018
28004,11215
28005,11216
28006,11102
28007,10022
28008,11206
28009,11238
28010,11213
28011,11230
28012,10003
28013,10016
28014,11211
28015,10021
28016,11225
28017,10024
28018,10017
28019,10011
28020,11211
28021,11211
28022,11217
28023,11216
28024,11225
28025,10035
28026,11211
28027,10025
28028,11238
28029,11237
28030,10469
28031,11206
28032,11222
28033,11201
28034,10009
28035,10002
28036,10011
28037,11235
28038,10016
28039,11207
28040,10028
28041,10301
28042,10036
28043,11206
28044,11217
28045,11237
28046,11217
28047,11217
28048,11103
28049,11215
28050,11217
28051,10016
28052,11215
28053,10019
28054,11368
28055,10044
28056,10036
28057,11377
28058,10009
28059,10036
28060,11221
28061,10013
28062,10023
28063,10002
28064,10029
28065,10107
28066,11221
28067,11221
28068,11226
28069,10115
28070,11211
28071,11206
28072,11222
28073,11222
28074,11218
28075,11238
28076,11238
28077,11211
28078,10128
28079,11222
28080,10035
28081,10002
28082,10028
28083,11226
28084,11226
28085,10044
28086,11102
28087,11369
28088,11373
28089,11419
28090,10027
28091,11206
28092,11103
28093,11354
28094,11206
28095,10029
28096,11213
28097,11102
28098,10026
28099,10019
28100,11209
28101,11215
28102,11221
28103,11206
28104,11215
28105,11215
28106,11215
28107,10016
28108,10012
28109,10027
28110,10036
28111,10032
28112,11205
28113,10014
28114,10016
28115,11369
28116,10014
28117,11221
28118,11373
28119,10044
28120,11105
28121,11222
28122,10001
28123,11206
28124,11102
28125,11219
28126,11102
28127,10003
28128,10002
28129,10075
28130,11217
28131,11211
28132,11238
28133,11211
28134,11216
28135,11207
28136,10034
28137,10017
28138,11211
28139,11221
28140,11216
28141,10038
28142,11419
28143,10035
28144,10036
28145,11233
28146,10022
28147,11215
28148,11205
28149,11226
28150,10013
28151,11225
28152,11106
28153,11216
28154,10025
28155,10036
28156,11217
28157,11207
28158,10036
28159,10019
28160,11691
28161,10011
28162,10075
28163,10016
28164,11436
28165,11209
28166,10024
28167,11213
28168,10472
28169,10016
28170,11233
28171,11215
28172,10463
28173,11211
28174,10025
28175,11213
28176,10019
28177,11211
28178,10158
28179,10454
28180,11216
28181,11377
28182,11211
28183,11221
28184,11217
28185,11206
28186,11221
28187,11215
28188,11237
28189,11217
28190,11215
28191,11211
28192,11210
28193,11218
28194,11249
28195,11215
28196,10027
28197,10035
28198,10014
28199,10001
28200,10002
28201,11225
28202,10003
28203,10026
28204,11209
28205,10019
28206,10002
28207,11249
28208,11222
28209,11237
28210,10035
28211,10016
28212,11206
28213,11206
28214,11221
28215,10002
28216,11237
28217,11221
28218,11213
28219,10011
28220,11211
28221,10011
28222,11211
28223,11235
28224,10003
28225,10013
28226,10012
28227,11233
28228,11221
28229,10026
28230,10012
28231,11221
28232,10279
28233,11222
28234,12692
28235,11249
28236,11238
28237,11206
28238,11249
28239,10031
28240,10010
28241,11222
28242,11213
28243,10002
28244,10310
28245,11232
28246,10003
28247,10028
28248,11207
28249,11211
28250,10031
28251,11206
28252,10014
28253,11238
28254,11103
28255,11238
28256,11222
28257,10019
28258,11206
28259,11216
28260,10119
28261,10012
28262,10019
28263,10019
28264,10018
28265,11237
28266,11205
28267,11217
28268,11225
28269,10025
28270,11418
28271,11226
28272,11226
28273,11208
28274,10036
28275,10029
28276,10005
28277,10001
28278,10016
28279,11211
28280,11102
28281,10025
28282,11234
28283,10001
28284,10028
28285,11201
28286,10009
28287,10036
28288,10024
28289,11231
28290,10019
28291,11238
28292,10035
28293,11233
28294,10035
28295,11358
28296,10017
28297,10030
28298,10028
28299,10038
28300,11222
28301,10003
28302,11222
28303,11233
28304,10024
28305,11207
28306,11385
28307,11221
28308,11221
28309,10040
28310,11203
28311,10031
28312,10035
28313,11226
28314,11377
28315,10031
28316,10016
28317,11205
28318,11237
28319,11221
28320,10003
28321,11106
28322,11373
28323,10044
28324,10012
28325,11237
28326,11211
28327,10019
28328,11231
28329,11238
28330,10032
28331,11216
28332,11377
28333,10033
28334,11207
28335,10019
28336,10040
28337,11218
28338,10026
28339,11207
28340,10027
28341,11207
28342,11221
28343,10035
28344,11211
28345,11215
28346,11102
28347,10031
28348,11215
28349,11206
28350,11373
28351,11106
28352,11211
28353,11201
28354,11101
28355,10025
28356,11210
28357,10019
28358,10002
28359,10031
28360,11221
28361,11216
28362,10158
28363,11230
28364,11221
28365,10003
28366,11216
28367,10035
28368,10472
28369,11213
28370,11355
28371,10022
28372,10024
28373,11412
28374,11211
28375,10457
28376,10024
28377,11221
28378,11201
28379,10024
28380,10003
28381,11206
28382,10003
28383,11221
28384,10024
28385,10025
28386,11207
28387,10031
28388,11233
28389,11222
28390,11237
28391,10016
28392,11358
28393,11103
28394,11358
28395,11358
28396,10002
28397,10019
28398,10451
28399,11373
28400,10025
28401,11216
28402,10035
28403,11225
28404,11201
28405,11207
28406,11377
28407,11213
28408,11207
28409,10032
28410,11231
28411,10002
28412,11206
28413,11204
28414,10075
28415,11222
28416,10024
28417,11373
28418,11205
28419,10023
28420,10016
28421,10002
28422,10028
28423,10031
28424,11356
28425,10032
28426,10025
28427,11211
28428,10039
28429,11249
28430,10016
28431,11217
28432,11205
28433,11219
28434,11368
28435,11211
28436,11211
28437,11222
28438,11217
28439,11365
28440,10004
28441,10009
28442,10031
28443,10017
28444,11215
28445,11211
28446,11206
28447,11238
28448,10029
28449,11217
28450,11237
28451,10025
28452,10025
28453,10014
28454,11222
28455,11369
28456,10003
28457,10002
28458,11237
28459,10011
28460,10002
28461,11205
28462,11221
28463,11222
28464,10035
28465,10028
28466,11225
28467,11206
28468,10026
28469,11221
28470,11216
28471,11238
28472,10011
28473,10002
28474,10128
28475,11207
28476,11206
28477,10007
28478,11377
28479,10014
28480,10462
28481,10463
28482,10304
28483,11377
28484,10031
28485,10012
28486,11211
28487,10467
28488,11206
28489,11217
28490,10012
28491,11215
28492,10023
28493,11211
28494,11230
28495,10031
28496,11225
28497,10128
28498,10003
28499,11211
28500,11206
28501,11205
28502,11101
28503,11232
28504,10033
28505,10025
28506,10016
28507,11214
28508,11412
28509,10016
28510,11221
28511,11221
28512,11218
28513,10036
28514,11103
28515,10017
28516,11206
28517,11226
28518,11211
28519,11213
28520,10001
28521,11216
28522,11226
28523,11216
28524,11103
28525,11211
28526,11225
28527,10024
28528,11213
28529,11216
28530,10040
